image_id,premise,hypothesis,hypothesis_syn,label
399378,A clock tower with a steeple and a bell on it in a town square.,tree,tree.n.01,1
222654,The dog is walking all along on the land. ,trunk,trunk.n.01,0
300028,A man is walking in a crosswalk holding an umbrella.,water,water.n.01,1
243211,A toddler grasps on to an open toilet. ,arm,arm.n.01,1
562222,Woman throwing frisbee in wooded area with trees,woman,woman.n.01,1
440813,"Young brunette woman, in ocean, on white surfboard, wearing a black wet suit top and a purple bikini bottom.",ear,ear.n.01,1
501971,A young boy riding a skateboard through a park.,window,window.n.01,0
126798,A left handed batter is taking an over extended swing.,number,numeral.n.01,1
133314,There is a giraffes standing in a field.,field,field.n.01,1
479447,A stop light that is next to a building on a wire.,trash can,rubbish.n.01,1
16040,A streetlight extended out over of a traffic light.,light,light.n.01,1
54448,SUV and the trailer it is pulling utilizing street parking where there are parking meters.,license plate,license_plate.n.01,1
150477,"On a baseball field, a man in a helmet is holding a bat with a baseball in the air in front of him while a man in the distance is leaning forward and a man next to him is facing the ball wearing protective gear.",bat,bat.n.05,1
96808,A room has double beds and suit cases.,fixture,fixture.n.01,1
340877,A sandwich in a basket accompanied by a beer and a lollipop.,shadow,shadow.n.01,0
510695,the interior of a car with white tiger striped seat covers and a cat sitting in drivers seat.,vent,vent.n.01,1
576973,Man playing Wii video game with group in background on couch,man,man.n.01,1
463495,A small buffet set up with pizza and hot sandwiches.,slices,slice.n.01,1
5508,A group of people that are sitting in a living room.,head,head.n.01,1
317090,A man who is about to serve a tennis ball.,bottle,bottle.n.01,0
393867,THIS IS A WHITE PLATE OF A VARIETY OF SNACKS TO EAT,clock,clock.n.01,0
192171,A giraffe walking across a grass covered field.,giraffe,giraffe.n.01,1
410603,A train is pulled up at the end of the line.,ground,land.n.04,0
337780,A person who is riding an elephant down a street.,tree,tree.n.01,1
18217,A skier makes a sharp slice to come to a stop.,jacket,jacket.n.01,1
57749,Two cows brush against each other in a grassy field. ,face,face.n.01,1
23737,Man holding up small dog in large open area with skateboard.,lamp post,,1
163326,Two girls are spinning around with baseball bats.,leg,leg.n.01,0
551024,there is a man sitting at a table with food and coffee,no one,one.n.01,0
93487,A cooked egg and some fried doughnuts are on a plate.,desert,desert.n.01,1
535318,a wood bench is buried in some snow,pathway,nerve_pathway.n.01,1
274789,Two sheep in a vast field during the day.,this,,1
127540,Two giraffes standing by a tree in the sand.,wall,wall.n.01,0
320379,a man that is taking a picture with a dog,eye,eye.n.01,1
169810,A woman swimming on a surfboard with flowers in her teeth.,strap,strap.n.01,0
30947,computer desk with various  papers  and a computer,surfboard,surfboard.n.01,0
447524,A red and grey train traveling along railroad tracks.,train,train.n.01,1
78075,A car driving down the road under a traffic light beside buildings.,light,light.n.01,1
347962,A man and two children are riding a motorcycle down the street.,person,person.n.01,1
165798,A bunch of cute birds are gathered on the sand.,rock,rock.n.01,1
89128,A surfer rides a large wave in the ocean,panels,panel.n.01,0
575202,An airplane is being prepared for passengers boarding.,airplane,airplane.n.01,1
68167,A small red train on a steel track.,seed,seed.n.01,0
271360,A man is standing in the grass next to cars.,tree,tree.n.01,0
81915,A blue-eyed husky dog sitting in the back seat of a car.,material,material.n.01,0
395840,They are trying to look at their phone in the dark.,tree trunk,trunk.n.01,0
564756,Someone sitting on a bench viewing some water with a barge in the distance.,sticker,gummed_label.n.01,0
485843,An empty road that has a stop sign and trees to the side of it.,post,post.n.01,1
159370,A woman playing tennis swings the racket ,fence,fence.n.01,1
195027,A young boy sitting at a table in front of a plate.,shallow,shoal.n.02,0
575249,A large umbrella open wide on a pole.,chin,chin.n.01,0
200500,The small bathroom has a dryer machine in it. ,towel,towel.n.01,1
361659,a large crowd of people is outside a building,person,person.n.01,1
144227,There are many cars on this road and three people on the other lane,snow,snow.n.01,0
26988,A giraffe that is leaning through a fence.,flyer,circular.n.01,0
320478,A man with a snow board is sitting in the snow.,gloves,glove.n.02,1
370917,"A man and his son on a motorcycle look at the other son with a pug dog, who are sitting in the sidecar. ",road,road.n.01,1
266133,Two giraffes are eating leaves at a zoo.,handle,handle.n.01,0
552791,A white two story building with a clock mounted on the side of it.,plate glass,plate_glass.n.01,1
550699,An elephant near a body of water outside during the day.,windows,window.n.01,0
237100,Chocolate cupcakes on white plate with blue frosting.,icing,frost.n.03,1
16080,a male in a brown jacket and green socks,cord,cord.n.01,0
512967,A living-room has leather furniture and a coffee table.,boy,male_child.n.01,0
534093,This house is in the shape of a pentagon and has two paneled window in the center.,top,,1
1625,A bicycle parked outside on a bicycle ramp. ,rack,rack.n.01,1
83691,Two large green double decker buses parked next to each other.,ad,ad.n.01,1
246366,Skateboarder grinds on a white square platform outside,ramp,ramp.n.01,1
319492,There are people on the wooden deck over looking the street.,pole,pole.n.01,0
39750,a couple of zebras are in a grassy field,end tail,,1
284025,"A basket of fruit holds several lemons, a bunch of bananas, and a single orange.",bunch,bunch.n.01,1
9708,A photo of a woman sitting on the beach with two cows.,window,window.n.01,0
337949,A type of dessert on a plate on a table ,leg,leg.n.01,0
285705,A gazebo with a clock on top viewed from across the street. ,sidewalk,sidewalk.n.01,1
87083,A bathroom with a shower curtain printed with a browser error message.,hook,hook.n.01,0
118726,A view inside of a room with a television.,table,table.n.02,1
178785,A very clean bathroom with the lights on.,steps,measure.n.01,0
550660,An elephant using his trunk to paint with a paintbrush. ,elephant's trunk,elephant.n.01,1
106754,Tied up cow eating grass by the beach.,word,word.n.01,0
207354,A little boy smiles as he holds his teddy bear.,ear,ear.n.01,1
544309,A pink polka dot circle with a cake ornament on it.,person,person.n.01,0
468789,a young person hitting tennis balls with a racket,yellow sign,sign.n.02,0
381858,Two giraffes with necks entwined in an indoor room,toppings,topping.n.01,0
484700,a couple of men messing with there hand glider.,rope,rope.n.01,0
235471,A tall building next to a marina filled with lots of boats.,flower,flower.n.01,0
161156,A line of fruit trees that is in an orchard farm.,oranges,,1
172160,The man is leaning against the bus.  ,shirt,shirt.n.01,1
52231,A slice of cherry cheese cake being eaten with a spoon.,headlight,headlight.n.01,0
422479,A red stop sign sitting on the side of a road.,screw,prison_guard.n.01,1
94293,The herd of sheep are in the pen.,rock,rock.n.01,1
224905,A couple of trains parked inside of a train station.,creases,fold.n.01,0
116792,A zebra walking beside a tree line in the grass.,bread,bread.n.01,0
387517,A room with an organized desk with a nice window view.,paper,paper.n.01,0
571562,A book laying on top of a bed next to a pillow.,pond,pond.n.01,0
272569,The person wearing a helmet is riding a moped. ,cover,,1
558618, A little girl surrounded by toys in a living room,bus,bus.n.01,0
305805,"A picture of a pizza, with everything on it, sitting on a table.",salad,salad.n.01,0
465603,two birds on electrical wires and one bird flying,jeans,jean.n.01,0
307318,The three people have surfboard in their hands.,surfboard,surfboard.n.01,1
149881,A man standing in front of a display of suitcases and backpacks.,purses,bag.n.04,1
552985,Man in green shirt taking a bite out of an entire pizza at a table. ,water,water.n.01,0
160688,women handing out bananas from boxes posing for a picture,lanyard,lanyard.n.01,1
504991,Two towels shaped like eyes and a round mouth are lying on a bed.,comforter,quilt.n.01,1
147775,The woman is sitting in her suitcase. ,suitcase,bag.n.06,1
193359,A man wearing an Italy shirt is standing in the street.,man,man.n.01,1
368479,A large passenger jetliner parked next to a passenger loading terminal.,light,light.n.01,0
46630,A baseball player is up to bat and has swung.,helmet,helmet.n.02,1
424303,A shirtless man riding a wave on a surfboard,left hand,hand.n.01,1
367716,A group of three remote controls on top of three papers.,key,key.n.01,1
77851,a guy that is sitting down with his laptop,right fingers,finger.n.01,0
73574,A herd of cattle is in a field.,sign,sign.n.02,0
284578,Two zebras stand together in a dirt area.,player,player.n.01,0
365271,a couple of baseball players are standing in a field,hersheys,,1
292549,A picture of a little girl skiing down a hill.,stand,base.n.08,0
568060,There are two giraffes right next to each other.,coat,coat.n.01,1
432297,"A mirror, couch, coffee table, fireplace, chair and television sitting in a living room with two windows.",pillows,pillow.n.01,1
168368,"Two people playing with an interactive gaming unit, in a living room.",building,building.n.01,0
141413,A somewhat cluttered living room area with white couches and a small TV. ,tv,television.n.01,1
568880,A group of people are gathered around a table,hair,hair.n.01,1
180335,several people observing two giraffes in a pen,trunk,trunk.n.01,0
383090,Child standing at the counter edge looking at the train cake,cake,cake.n.03,1
578890,A large group of people sitting in the sun,umbrella,umbrella.n.01,1
130950,A bent street sign that is on a pole.,window,window.n.01,1
259760,a bed in a bedroom with the sheets hanging to the floor,hand,hand.n.01,0
412661,A train stopped with its' doors open and people getting on.,hinge,hinge.n.01,0
358442,The sing in the dessert is painted with goo goo eyes.,ground,land.n.04,0
290935,"A skateboarder stands on his board and smiles, rolling on a brick walkway in the city.",window,window.n.01,1
127994,A beautiful young woman scratching her left butt cheek.,court,court.n.01,1
298141,A path in a park full of tall trees and a bench.,tower,tower.n.01,0
482728,a number of people on a table with many glasses,glasses,spectacles.n.01,1
362567,A dog sitting on a sidewalk with a leash,paw,paw.n.01,1
92428,A man swinging a baseball bat during a baseball game.,back,back.n.01,1
578137,"A bird stands near the trash cans at a busy, beach side park.",gray garbage can,garbage.n.01,1
81944,A coffee mug that is on a plate.,controller,accountant.n.01,0
468912,A picture of a clock and ornamental sculpture on a building. ,clock,,1
214213,A woman playing tennis is swinging the racket while a crowd watches.,tree,tree.n.01,1
449350,a lady that is standing up posing for a picture,owl,owl.n.01,1
114338,A man with a tennis racket is playing tennis.,adidas shoe,shoe.n.01,1
527118,An intersection with traffic signs and traffic lights. ,timer,timer.n.01,0
499371,Two people in jackets skiing down a snowy slope.,slope,slope.n.01,1
501571,Five policemen sitting on horses watch the pedestrians.,horse,horse.n.01,1
336333,A man wearing sunglasses sleeps in an airport chair.,computers,computer.n.01,0
299190,A plate has a sandwich and fries on it.,glass,glass.n.01,1
251922,The light blue city bus is parked at the sidewalk.,child's head,head.n.01,0
150646,A man sitting near a bar with the telivision turned on. ,shelf,shelf.n.01,1
259172,A airplane that has a propeller on the wing.,clouds,cloud.n.01,1
267708,A lit traffic signal in front of a large white house.,tree,tree.n.01,0
420575,A teddy bear sitting on various jars of honey.,sweater,sweater.n.01,0
432912,A woman running with a frisbee on a playing field.,animals,animal.n.01,0
278393,Three giraffe and an ostrich inside an enclosure.,ostrich,ostrich.n.01,1
