image_id,premise,hypothesis,hyp_rel,label
132476,A baseball player is about to swing at a baseball.,home plate on baseball field,"[[430490, u'ON', u'along.r.01', 430491]]",1
140312,An oval entrance leads to a small village of shopping.,person in white shirt,"[[499921, u'WEARING', u'wear.v.01', 499922]]",1
539056,"A home office desk with a computer, cordless keyboard, mouse and cell phone.",books on a shelf,"[[3725028, u'ON', u'along.r.01', 2167911], [3725029, u'ON', u'along.r.01', 2167911], [3725030, u'ON', u'along.r.01', 2167911], [3725031, u'ON', u'along.r.01', 2167911], [3725032, u'ON', u'along.r.01', 2167911]]",1
528970,A table with two vases of flowers sitting on it,blue and white flowers with greens in a clear vase,"[[2497613, u'IN', u'in.r.01', 3645179]]",1
362091,A white plat topped with  rice meat and veggies.,Person wearing white socks.,"[[518387, u'WEARING', u'wear.v.01', 518425]]",0
479447,A stop light that is next to a building on a wire.,trash can is below yellow light,"[[3820369, u'below', u'below.r.01', 3820370]]",1
2774,a person in a large field flying a kite,Two lights on a building,"[[2874646, u'ON', u'along.r.01', 1966847], [2874647, u'ON', u'along.r.01', 1966847]]",0
179544,a group of trains going down the  tracks,several poles raise in front of trains ,"[[1238840, u'before', u'earlier.r.01', 1238831]]",1
325793,A polar bear sticking its head over a water dish.,Back pocket on jeans,"[[2495502, u'ON', u'along.r.01', 3748728]]",0
569889,A group of travelers waiting to board a large bus,white section of a gutter,"[[3760349, u'of a', None, 2302361]]",0
238994,A dog sits on a couch with pillows.,The pillow with a design behind the dog.,"[[1040630, u'resting behind', u'stay.v.01', 1040628]]",1
549104,a bench on a hill overlooking a large body of water,bird flying in sky ,"[[3154522, u'flying in', u'fly.v.01', 3632607]]",0
69117,"A small, white car waits for the signal to turn green.",grey minivan in passing lane,"[[268220, u'IN', u'in.r.01', 268221]]",1
581637,A young man and an older woman relax in their chairs.,white couch with pillows on it,"[[3866194, u'with', None, 3866195]]",1
562335,A kitchen displays a green wood floor and a various assortment of cabinets and appliances.,white microwave on the counter,"[[1936570, u'ON', u'along.r.01', 1936571]]",1
110507,Tall purple flowers are growing in a field by a stop sign.,flowers in the field,"[[2835809, u'IN', u'in.r.01', 2835814], [2835810, u'IN', u'in.r.01', 2835814], [2835811, u'IN', u'in.r.01', 2835814], [2835812, u'IN', u'in.r.01', 2835814], [2835813, u'IN', u'in.r.01', 2835814]]",1
9064,a very long silver train sitting on the track,a train on railroad,"[[1836753, u'ON', u'along.r.01', 3885098]]",1
458008,A set of three ships docked next to each other in a harbor.,Elephant has dark eye.,"[[931251, u'of an', None, 931248]]",0
502286,A man is sniffing a small pan pizza,rag on the floor,"[[999981, u'ON', u'along.r.01', 999982]]",0
5619,A tray with meat and a small bowl of mustard sauce.,Meat and mustard on a cutting board,"[[2514818, u'ON', u'along.r.01', 3159080], [3695707, u'ON', u'along.r.01', 3159080]]",1
330562,Square and round iced donuts on plates at a cafe,Lots of carrots on a ledge,"[[3050335, u'ON', u'along.r.01', 3862897], [3050336, u'ON', u'along.r.01', 3050335], [3050337, u'ON', u'along.r.01', 3050335], [3050338, u'ON', u'along.r.01', 3050335], [3050339, u'ON', u'along.r.01', 3050335]]",0
472041,A car parked beside and a sidewalk and parking meter.,green leaves in brown tree,"[[872212, u'IN', u'in.r.01', 872213]]",1
147970,Man playing with a disc toy in a park.,Catcher on the screen.,"[[890091, u'ON', u'along.r.01', 890088]]",0
5312,a man is on his knees in a grassy field,a man wearing jeans,"[[517191, u'WEARING', u'wear.v.01', 517201]]",1
341511,A brown bear walking through low scrub bushes,woman is wearing rings,"[[2355544, u'WEARING', u'be.v.01', 3408968]]",0
413496,Many bags of trash next to a fire hydrant.,woman is riding a bicycle ,"[[795073, u'riding', u'depend_on.v.01', 795074]]",0
156448,A locomotive train parked on a track at night time., a window on a building ,"[[1650973, u'ON', u'along.r.01', 3644653]]",0
279584,A couple of men sitting at a table with plates of food.,Horses pulling a wagon full of hay. ,"[[1867082, u'pulling', u'pull.v.01', 1867083]]",0
485268,An airplane is landing on the runway next to the foggy sky.,the asphalt on the street,"[[3016612, u'ON', u'along.r.01', 3016613]]",0
395397,A fire hydrant sitting on the side of a street.,roof of a building,"[[783809, u'OF', None, 783810]]",0
555254,A woman straddles a man on the back of a dirtbike.,a tree in a distance ,"[[1138531, u'visible in', u'in.r.01', 1138532]]",1
579332,A family is gathered around the kitchen counter.,Older woman wearing eyeglasses,"[[1252177, u'WEARING', u'be.v.01', 1252193]]",1
24899,A passanger train stopped on the tracks at a train station.,Train moving on the tracks,"[[2459004, u'ON', u'along.r.01', 2459005]]",1
446307,A yellow train coming into the train station.,An alarm clock next to the bed.,"[[330039, u'next to', u'next.r.01', 330022]]",0
144093,"A few people are getting to know one another in affection. 
",picture on table,"[[3230940, u'ON', None, 3230941]]",1
278135,A couple of little girls standing next to each other.,A person with red hair,"[[2458284, u'ON', u'along.r.01', 2458283]]",1
371315,A large salad bar with a variety of sauces .,meat on shish kabob,"[[736671, u'ON', u'along.r.01', 736662]]",0
511485,There is a plane flying in the sky,Plane is flying in sky.,"[[3556990, u'IN', u'in.r.01', 3556994]]",1
106804,There is a man drinking out of a glass.,man making surprised face,"[[938624, u'has', u'have.v.01', 938628]]",1
345802,Lady cross country skiing about to get passed by person behind her.,girl in yellow jacket,"[[3730871, u'IN', u'in.r.01', 1812338]]",0
543588,A man on a surfboard riding an ocean wave.,the wave a man is surfing,"[[1010090, u'surfing', None, 1010099]]",1
449847,A man riding a motorcycle in heavy street traffic.,shadow on the sink.,"[[797424, u'ON', u'along.r.01', 797421]]",0
291973,A pair of tropical birds perched atop a bunch of bananas.,green feathered wing of parrot ,"[[2542362, u'has', u'have.v.01', 2542361]]",1
435471,two men with skating board and poles on the snow,They are leaving tracks in the snow.,"[[1018984, u'has', u'have.v.01', 1018985]]",1
314247,Man on skateboard balancing on street with crowd,Some electric wires are above the city.,"[[1052658, u'above', u'be.v.01', 1052655], [1052659, u'above', u'be.v.01', 1052655], [1052660, u'above', u'be.v.01', 1052655]]",0
36748,Some soccer players in action on the court.,the wall behind paper is brown,"[[2317485, u'behind', u'behind.r.01', 3782055]]",0
20188,a man sitting on a skate board with a back pack,piece of lettuce on the plate,"[[802532, u'ON', u'along.r.01', 802516]]",0
565780,Several cows on a grassy field surrounded by a rope fence.,Two elephants in the field,"[[1053927, u'IN', u'in.r.01', 1053928]]",0
19918,A man has jumped with his skateboard and his feet and his skateboard are in mid air.,white flower on bush,"[[2776946, u'ON', u'along.r.01', 3659237]]",1
310561,people walk on a side walk holding opened umbrellas,building has lots of windows,"[[1099742, u'has', u'have.v.01', 1099744]]",1
527597,A baby elephant standing next to it's mother with blood pouring down her leg.,tip of tail has hair,"[[900607, u'ON', u'along.r.01', 900606]]",1
242709,"A table topped with plastic containers of rice, meat and veggies.",grilled vegetables in a container,"[[1879821, u'IN', u'in.r.01', 3880667], [1879822, u'IN', u'in.r.01', 3880667], [1879823, u'IN', u'in.r.01', 3880667], [1879824, u'IN', u'in.r.01', 3880667], [1879825, u'IN', u'in.r.01', 3880667]]",1
11302,A fork sitting on a table next to a car shaped cupcake.,fork on a table,"[[2932623, u'ON', u'along.r.01', 2954528]]",1
502748,a couple of guys are playing their instruments inside,The records hanging on the wall.,"[[2916245, u'hanging on', u'along.r.01', 2916244]]",1
573911,there is a cat that is sitting on top of a tv,Cat sitting on a TV,"[[3523621, u'sitting on a', u'sit.v.01', 3523623]]",1
338960,A Christmas tree in the living room with a boy on the couch watching television.,steam coming out of smoke stack,"[[2948410, u'coming out of', u'arrive.v.01', 2948411]]",0
268642,Bow of ship with lighthouse shown in background.,an old man sitting on a bench,"[[3323252, u'ON', u'along.r.01', 3323253]]",0
395397,A fire hydrant sitting on the side of a street.,chain on fire hydrant,"[[770296, u'ON', u'along.r.01', 770294]]",1
76079,A skier in the snow on a big steep hill.,batter wearing green shirt,"[[1585391, u'WEARING', u'wear.v.01', 1585392]]",0
352241,A white comforter is folded back on a blue bed.,Part of white wall behind bed,"[[1161321, u'behind', u'behind.r.01', 1161313]]",1
20853,"A horse is kicking up dust while a man touches its face with many other men standing around, some playing large drums.",person wearing blue shorts,"[[2236229, u'WEARING', u'wear.v.01', 2236230]]",0
513282,a ship and some boats water buildings and trees,Trees behind the buildings,"[[1090109, u'behind', u'behind.r.01', 1090108]]",1
520532,A dark picture with a long wooden bench or table in it ,horse has a long black tail,"[[2544053, u'has', u'have.v.01', 3158099]]",0
111768,A bench with a painting on it near a truck.,license plate on a car,"[[3328282, u'ON', u'along.r.01', 3328283]]",1
313993,two cats sitting on a lounge chair arm looking out a window,a indicator in wall,"[[554050, u'ON', u'be.v.01', 554049]]",0
427763,horses are eating grass in a big field ,brown stereo on the shelf,"[[2238435, u'ON', u'along.r.01', 2238436]]",0
492131,A man riding a motorcycle over two cars.,people behind an orange fence,"[[775140, u'are behind', u'be.v.01', 775141]]",1
31230,two people standing in a living room playing nintendo wii,plant next to the television,"[[604737, u'next to', u'next.r.01', 604738]]",1
312850,a kitchen with a large sliding glass door providing a view to a backyard,the faucet over the sink,"[[2616949, u'over', u'over.r.01', 2616950]]",1
401944,A bowl of soup with noodles and vegetables and chili sauce.,a bowl of vegetable soup,"[[473860, u'IN', u'in.r.01', 473861]]",1
168116,PRETTY YELLOW FLOWERS IN A RED VASE NEAR A WINDOW,the water has wave,"[[1147434, u'IN', u'in.r.01', 1147437]]",0
14986,A car dashboard with a cellphone clipped into a holder.,white clouds in the sky,"[[317298, u'IN', u'in.r.01', 317301], [317299, u'IN', u'in.r.01', 317301], [317300, u'IN', u'in.r.01', 317301]]",0
413879,Three elephants grazing on grass near a stream.,building in distant trees,"[[717310, u'by', u'be.v.01', 717311]]",1
41434,Two crates full of oranges on a dock,zebra's small black hoof,"[[880290, u'has', u'have.v.01', 880301]]",0
363191,There is a refrigerator at a bar with beer in it,A bottle of alchol in a fridge,"[[3616185, u'has', u'have.v.01', 3457293]]",1
468137,a man with a tennis racquet serving a tennis ball,black stripe on top of engine,"[[3673067, u'ON', u'along.r.01', 2105754]]",0
224727,a person with a Koala bear mask sitting next to a black suitcase,A ring worn on the left middle finger,"[[2619713, u'ON', u'along.r.01', 2619714]]",1
160294,A woman in a red spandex body suit. ,bird sitting on edge of tray,"[[211529, u'ON', u'along.r.01', 211524], [211522, u'ON', u'along.r.01', 211524]]",0
383857,A zebra standing next to a log stump,Two windows on side of building.,"[[2854147, u'on side of', u'along.r.01', 2854149], [2854148, u'on side of', u'along.r.01', 2854149]]",0
220932,A couple of white street signs sitting on top of a pole.,two signs on a pole,"[[902508, u'on top of', u'along.r.01', 902512]]",1
174185,a man riding a horse with a carriage,person playing violin on the street,"[[1281377, u'beside', u'be.v.01', 1281381], [1281377, u'playing a', u'be.v.01', 1281378]]",1
241531,The cow is outside the store used as a decoration. ,Dog wearing a bandana,"[[1290640, u'ON', u'along.r.01', 1290650]]",0
224878,A black bear feeding on red berries in the brush.,The bear's right ear.,"[[476157, u'has', u'have.v.01', 476160]]",1
518257,A nice spa area with a nice tub in the back.,a vase of flowers,"[[3007614, u'OF', None, 3007615]]",1
265810,A woman holds a pizza and potato with a hat on it.,red flowers in vase,"[[1031008, u'IN', u'in.r.01', 1031003]]",0
68654,A metro subway parked at a subway stop while many people board it.,Woman is wearing jeans,"[[3377854, u'WEARING', None, 3377855]]",0
389426,A couple of suitcases underneath a white vanity.,divider between two urinals,"[[1251110, u'between of', u'be.v.01', 1251106]]",0
146091,A person on a bicycle crossing the road with stop sign and cars.,hinges of cabinet,"[[1827891, u'OF', None, 1827892]]",0
11265,a bunch of people that are walking next to some old bulidings,the big bridge in between the buildings ,"[[1250188, u'between', u'between.r.02', 1250199]]",1
500036,bowl with fancy designs filled with broccoli and pasta,sand on the beach,"[[3384361, u'ON', u'along.r.01', 3384362]]",0
307757,A man and woman walking under an umbrella next to a building.,dark green plants on the side of the building,"[[3393361, u'ON', u'along.r.01', 3393362]]",1
211485,There are a lot of sweatered teddy bears in this pile.,white stripes on a blue sleeve,"[[2787802, u'ON', u'along.r.01', 3681828]]",1
264296,The athletes are playing a game in the gym.,Black lines on the court,"[[583789, u'ON', u'along.r.01', 583788]]",0
108042,A small gray elephant standing next to a wood fence.,Teal flip flop worn by person in enclosure,"[[1250702, u'ON', u'along.r.01', 1250696]]",1
269798,A giraffe standing in the grass chewing on a tree. ,dead branches radiating from dead trunk,"[[1101010, u'radiates from', u'glow.v.02', 1101009]]",1
63486,A black bear walks through a grassy forest.,head of dark bear,"[[655576, u'has', u'have.v.01', 655582]]",1
293543,A large elephant walking by some tall grass.,The blue jeans the man in the neon green shirt is wearing.,"[[466286, u'WEARING', u'wear.v.01', 466298], [466286, u'IN', u'in.r.01', 466287]]",0
